Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL24289,"NanoString nCounter Human v3 microRNA expression system","other","Homo sapiens",828,12,1,"Qi-En Wang","Jul 01, 2019"
GPL26871,"Illumina NovaSeq 6000 (Gadus morhua)","high-throughput sequencing","Gadus morhua",0,36,1,"GEO","Jul 01, 2019"
GPL26873,"Illumina NextSeq 500 (Cellulophaga baltica; Cellulophaga phage phi14:2)","high-throughput sequencing","Cellulophaga baltica;Cellulophaga phage phi14:2",0,8,1,"GEO","Jul 01, 2019"
GPL26874,"Illumina HiSeq 2500 (Shewanella algae)","high-throughput sequencing","Shewanella algae",0,9,1,"GEO","Jul 01, 2019"
GPL26876,"BGISEQ-500 (Populus ussuriensis)","high-throughput sequencing","Populus ussuriensis",0,8,1,"GEO","Jul 01, 2019"
GPL26722,"nCounter mouse miRNA code set (version 1.3, based on miRBase v15)","other","Mus musculus",620,7,1,"Anders I Persson","Jun 30, 2019"
GPL26801,"LC Sciences Sus scrofa miRNA array MRA-1013_miRPig_21","in situ oligonucleotide","Sus scrofa",454,3,1,"Marina Arenas-Padilla","Jun 30, 2019"
GPL26868,"Illumina MiSeq (Rosa hybrid cultivar)","high-throughput sequencing","Rosa hybrid cultivar",0,3,1,"GEO","Jun 30, 2019"
GPL26861,"IRHS_Abra_v1","in situ oligonucleotide","Alternaria brassicicola",133718,64,2,"Sandra Pelletier","Jun 29, 2019"
GPL26863,"Illumina NovaSeq 6000 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,312,6,"GEO","Jun 29, 2019"
GPL26864,"Illumina HiSeq 3000 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,15,2,"GEO","Jun 29, 2019"
GPL26865,"Illumina HiSeq 4000 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,5,3,"GEO","Jun 29, 2019"
GPL26866,"Illumina NextSeq 500 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,22,4,"GEO","Jun 29, 2019"
GPL26867,"Illumina HiSeq 2000 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,8,2,"GEO","Jun 29, 2019"
GPL25996,"ImmunoGC, custom Nanostring probe panel","other","Homo sapiens",250,97,1,"Jeffrey Robinson","Jun 28, 2019"
GPL26859,"Illumina HiSeq 2000 (Paeonia lutea x Paeonia suffruticosa)","high-throughput sequencing","Paeonia lutea x Paeonia suffruticosa",0,9,1,"GEO","Jun 28, 2019"
GPL26862,"Illumina HiSeq 4000 (Caulobacter vibrioides NA1000)","high-throughput sequencing","Caulobacter vibrioides NA1000",0,41,6,"GEO","Jun 28, 2019"
GPL26853,"Illumina NovaSeq 6000 (Gallus gallus)","high-throughput sequencing","Gallus gallus",0,335,35,"GEO","Jun 27, 2019"
GPL26855,"BGISEQ-500 (Pseudomonas aeruginosa)","high-throughput sequencing","Pseudomonas aeruginosa",0,12,1,"GEO","Jun 27, 2019"
GPL26856,"Illumina NovaSeq 6000 (Escherichia coli K-12)","high-throughput sequencing","Escherichia coli K-12",0,31,3,"GEO","Jun 27, 2019"
GPL26839,"HiSeq X Ten (Sporothrix schenckii)","high-throughput sequencing","Sporothrix schenckii",0,2,1,"GEO","Jun 26, 2019"
GPL26841,"HiSeq X Ten (Anser cygnoides domesticus)","high-throughput sequencing","Anser cygnoides domesticus",0,9,1,"GEO","Jun 26, 2019"
GPL26842,"Illumina NextSeq 500 (Enallax costatus)","high-throughput sequencing","Enallax costatus",0,10,2,"GEO","Jun 26, 2019"
GPL26843,"Illumina NextSeq 500 (Flechtneria rotunda)","high-throughput sequencing","Flechtneria rotunda",0,10,2,"GEO","Jun 26, 2019"
GPL26844,"Illumina NextSeq 500 (Acutodesmus deserticola)","high-throughput sequencing","Tetradesmus deserticola",0,10,2,"GEO","Jun 26, 2019"
GPL26846,"MinION (Tetrahymena thermophila)","high-throughput sequencing","Tetrahymena thermophila",0,6,1,"GEO","Jun 26, 2019"
GPL26847,"MinION (Bacillus subtilis)","high-throughput sequencing","Bacillus subtilis",0,9,1,"GEO","Jun 26, 2019"
GPL26851,"Illumina HiSeq 1000 (Shewanella oneidensis)","high-throughput sequencing","Shewanella oneidensis",0,2,1,"GEO","Jun 26, 2019"
GPL26852,"QIAGEN PAMM030 RT2 Profiler PCR Arrays","RT-PCR","Mus musculus",89,4,1,"GEO admin","Jun 26, 2019"
GPL26834,"NanoString nCounter isoform expression cancer cell line","other","Homo sapiens",428,59,1,"WEI ZHANG","Jun 25, 2019"
GPL26838,"Raybio Human Cytokine Antibody Array Q-Series 640 (QAH-CAA-640)","antibody","Homo sapiens",640,160,1,"Huihua Zhang","Jun 25, 2019"
GPL26830,"Illumina HiSeq 4000 (Wickerhamomyces anomalus)","high-throughput sequencing","Wickerhamomyces anomalus",0,12,1,"GEO","Jun 24, 2019"
GPL26831,"Illumina Genome Analyzer (Escherichia coli O157:H7)","high-throughput sequencing","Escherichia coli O157:H7",0,0,0,"GEO","Jun 24, 2019"
GPL26835,"HiSeq X Ten (Plasmodium falciparum)","high-throughput sequencing","Plasmodium falciparum",0,528,30,"GEO","Jun 24, 2019"
GPL26836,"Illumina NovaSeq 6000 (Plasmodium falciparum)","high-throughput sequencing","Plasmodium falciparum",0,335,11,"GEO","Jun 24, 2019"
GPL26837,"Agilent-035430 Mouse miRNA Array [miRBase release 18, miRNA ID version]","in situ oligonucleotide","Mus musculus",1157,8,1,"GEO admin","Jun 24, 2019"
GPL26829,"Illumina HiSeq 2500 (Sesamum indicum)","high-throughput sequencing","Sesamum indicum",0,201,2,"GEO","Jun 23, 2019"
GPL26811,"HuProt™ v3.0","spotted peptide or protein","Homo sapiens",21154,20,1,"GEO admin","Jun 21, 2019"
GPL26812,"Illumina HiSeq 2500 (Cryptococcus neoformans var. neoformans)","high-throughput sequencing","Cryptococcus neoformans var. neoformans",0,64,2,"GEO","Jun 21, 2019"
GPL26822,"Illumina HiSeq 2500 (Saccharomyces cerevisiae x Saccharomyces eubayanus)","high-throughput sequencing","Saccharomyces cerevisiae x Saccharomyces eubayanus",0,6,1,"GEO","Jun 21, 2019"
GPL26824,"Illumina HiSeq 2500 (Pinus elliottii)","high-throughput sequencing","Pinus elliottii",0,16,1,"GEO","Jun 21, 2019"
GPL26828,"Illumina HiSeq 2500 (Halicephalobus mephisto)","high-throughput sequencing","Halicephalobus mephisto",0,12,1,"GEO","Jun 21, 2019"
GPL26192,"Agilent-078298 human ceRNA array V1.0 4X180K [Feature number version]","in situ oligonucleotide","Homo sapiens",180880,36,3,"ZHUOAN CHENG","Jun 20, 2019"
GPL25305,"NimbleGen 12 x 135K array for Medicago truncatula A17 [111121_Mtrunc_MG_expr]","in situ oligonucleotide","Medicago truncatula",45223,41,1,"Miriam Gifford","Jun 20, 2019"
GPL26225,"Agilent-071303 Candida albicans array","in situ oligonucleotide","Candida albicans",15653,4,1,"Hsueh-Fen Chen","Jun 20, 2019"
GPL26810,"Illumina NovaSeq 6000 (Acropora tenuis; Cladocopium goreaui)","high-throughput sequencing","Acropora tenuis;Cladocopium goreaui",0,23,1,"GEO","Jun 20, 2019"
GPL26804,"Nimblegene Homo sapiens Expression Array [2006-08-03_HG18_60mer_expr]","in situ oligonucleotide","Homo sapiens",47633,18,2,"David M Gilbert","Jun 19, 2019"
GPL26802,"Illumina HiSeq 3000 (Prunus mume)","high-throughput sequencing","Prunus mume",0,12,1,"GEO","Jun 19, 2019"
GPL26805,"Illumina HiSeq 2000 (Cyclocarya paliurus)","high-throughput sequencing","Cyclocarya paliurus",0,9,1,"GEO","Jun 19, 2019"
GPL26806,"HiSeq X Ten (Serratia marcescens)","high-throughput sequencing","Serratia marcescens",0,6,3,"GEO","Jun 19, 2019"
GPL25249,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [Gene2.0st.lncrna.ENSG.v21.cdf]","in situ oligonucleotide","Homo sapiens",35458,73,2,"Luca Agnelli","Jun 18, 2019"
GPL26788,"NanoString nCounter® Mouse Inflammation v2 Panel","other","Mus musculus",547,15,1,"Michael Whalen","Jun 18, 2019"
GPL26791,"GeoChip 5.0","in situ oligonucleotide","Archaea;Bacteria;Eukaryota",81515,79,1,"Qun Gao","Jun 18, 2019"
GPL26795,"Illumina HiSeq 2000 (Anser cygnoides)","high-throughput sequencing","Anser cygnoides",0,9,1,"GEO","Jun 18, 2019"
GPL26796,"Illumina HiSeq 2000 (Elizabethkingia anophelis)","high-throughput sequencing","Elizabethkingia anophelis",0,6,1,"GEO","Jun 18, 2019"
GPL26789,"Illumina HiSeq 2500 (Capsicum annuum)","high-throughput sequencing","Capsicum annuum",0,215,4,"GEO","Jun 17, 2019"
GPL26790,"Illumina NextSeq 500 (Auriculariopsis ampla)","high-throughput sequencing","Auriculariopsis ampla",0,15,1,"GEO","Jun 17, 2019"
GPL26792,"Illumina Genome Analyzer IIx (Brugia malayi; Wolbachia endosymbiont strain TRS of Brugia malayi)","high-throughput sequencing","Brugia malayi;Wolbachia endosymbiont strain TRS of Brugia malayi",0,12,1,"GEO","Jun 17, 2019"
GPL25197,"Nanostring nCounter Vantage RNA WNT Pathways Panel (LBL-10251-03)","other","Homo sapiens",210,95,1,"Michael Edward Seifert","Jun 15, 2019"
GPL26777,"Illumina NextSeq 500 (Aspergillus kawachii)","high-throughput sequencing","Aspergillus luchuensis",0,12,2,"GEO","Jun 14, 2019"
GPL26778,"Illumina HiSeq 1500 (Streptococcus pneumoniae D39)","high-throughput sequencing","Streptococcus pneumoniae D39",0,8,1,"GEO","Jun 14, 2019"
GPL26780,"Illumina NovaSeq 6000 (Homo sapiens; Human immunodeficiency virus 1)","high-throughput sequencing","Homo sapiens;Human immunodeficiency virus 1",0,1,1,"GEO","Jun 14, 2019"
GPL26782,"Illumina HiSeq 2000 (Medicago sativa; Solanum tuberosum; Zea mays)","high-throughput sequencing","Medicago sativa;Solanum tuberosum;Zea mays",0,2,1,"GEO","Jun 14, 2019"
GPL26783,"Illumina HiSeq 2000 (Erigeron canadensis)","high-throughput sequencing","Erigeron canadensis",0,1,1,"GEO","Jun 14, 2019"
GPL26784,"Illumina HiSeq 2000 (Erigeron annuus)","high-throughput sequencing","Erigeron annuus",0,2,1,"GEO","Jun 14, 2019"
GPL26785,"Illumina HiSeq 2000 (Solidago canadensis)","high-throughput sequencing","Solidago canadensis",0,1,1,"GEO","Jun 14, 2019"
GPL26786,"Illumina NovaSeq 6000 (Oryctolagus cuniculus)","high-throughput sequencing","Oryctolagus cuniculus",0,267,15,"GEO","Jun 14, 2019"
GPL26787,"Illumina HiSeq 4000 (Panicum virgatum)","high-throughput sequencing","Panicum virgatum",0,40,1,"GEO","Jun 14, 2019"
GPL25315,"Cotton drought-specfic oligo array","spotted oligonucleotide","Gossypium",6912,24,1,"Muhammad Bilal Sarwar","Jun 13, 2019"
GPL26775,"Illumina HiSeq 4000 (Heterocephalus glaber)","high-throughput sequencing","Heterocephalus glaber",0,33,2,"GEO","Jun 13, 2019"
GPL26767,"Agilent-070158_IRHS_AryANE-Venise","in situ oligonucleotide","Malus domestica",133631,24,1,"Sandra Pelletier","Jun 12, 2019"
GPL26768,"Agilent-078635_IRHS_Pyrus","in situ oligonucleotide","Pyrus communis",158358,24,1,"Sandra Pelletier","Jun 12, 2019"
GPL26769,"Nanostring Mouse RWTH Aachen University","other","Mus musculus",67,88,3,"Oliver Pabst","Jun 12, 2019"
GPL26771,"Illumina HiSeq 4000 (Plasmodium chabaudi chabaudi)","high-throughput sequencing","Plasmodium chabaudi chabaudi",0,98,3,"GEO","Jun 12, 2019"
GPL26772,"Illumina NextSeq 500 (Crithidia fasciculata)","high-throughput sequencing","Crithidia fasciculata",0,6,1,"GEO","Jun 12, 2019"
GPL26774,"Illumina NextSeq 500 (Aedes aegypti; Crithidia fasciculata)","high-throughput sequencing","Aedes aegypti;Crithidia fasciculata",0,3,1,"GEO","Jun 12, 2019"
GPL25167,"Ding Human fat adventitia subset microarray v1.0","spotted DNA/cDNA","Homo sapiens",31741,2,1,"Lijun Ding","Jun 11, 2019"
GPL26764,"Sebelius2 custom Nanostring probe panel","other","Homo sapiens",250,93,1,"Jeffrey Robinson","Jun 11, 2019"
GPL26766,"Illumina HiSeq 2500 (Methylacidiphilum sp. RTK17.1)","high-throughput sequencing","Methylacidiphilum sp. RTK17.1",0,8,2,"GEO","Jun 11, 2019"
GPL26759,"Illumina HiSeq 4000 (Bos grunniens)","high-throughput sequencing","Bos grunniens",0,24,4,"GEO","Jun 10, 2019"
GPL26760,"Illumina HiSeq 4000 (Bos grunniens x Bos taurus)","high-throughput sequencing","Bos grunniens x Bos taurus",0,6,1,"GEO","Jun 10, 2019"
GPL26762,"Illumina HiSeq 2500 (Dictyostelium discoideum AX4)","high-throughput sequencing","Dictyostelium discoideum AX4",0,6,1,"GEO","Jun 10, 2019"
GPL26763,"Illumina NextSeq 500 (Streptomyces coelicolor A3(2))","high-throughput sequencing","Streptomyces coelicolor A3(2)",0,54,2,"GEO","Jun 10, 2019"
GPL26751,"Sequel (Macaca mulatta)","high-throughput sequencing","Macaca mulatta",0,26,2,"GEO","Jun 09, 2019"
GPL26747,"Custom made TaqMan® Array Cards [catlog: 4331182]","RT-PCR","Homo sapiens",0,163,4,"Hemmo A Drexhage","Jun 07, 2019"
GPL26749,"Illumina NovaSeq 6000 (Equus caballus)","high-throughput sequencing","Equus caballus",0,85,5,"GEO","Jun 07, 2019"
GPL26750,"Illumina Human PsychArray-24 v1.3","oligonucleotide beads","Homo sapiens",595427,16,1,"GEO admin","Jun 07, 2019"
GPL26744,"Illumina HiSeq 2000 (Cyanobacterium)","high-throughput sequencing","Cyanobacterium",0,0,0,"GEO","Jun 06, 2019"
GPL26745,"Illumina HiSeq 2500 (Pelophylax nigromaculatus)","high-throughput sequencing","Pelophylax nigromaculatus",0,27,1,"GEO","Jun 06, 2019"
GPL26746,"Illumina HiSeq 2000 (Rhodospirillum centenum)","high-throughput sequencing","Rhodospirillum centenum",0,36,1,"GEO","Jun 06, 2019"
GPL26732,"Agilent Porphyromonas gingivalis Oligo Microarrays 8x15K (074976)","spotted DNA/cDNA","Porphyromonas gingivalis",15744,6,1,"Patricia Romero Lastra","Jun 05, 2019"
GPL26737,"Illumina NovaSeq 6000 (Beauveria bassiana ARSEF 2860)","high-throughput sequencing","Beauveria bassiana ARSEF 2860",0,6,1,"GEO","Jun 05, 2019"
GPL26738,"HiSeq X Ten (Brassica rapa)","high-throughput sequencing","Brassica rapa",0,4,1,"GEO","Jun 05, 2019"
GPL26739,"HiSeq X Ten (Brassica oleracea)","high-throughput sequencing","Brassica oleracea",0,4,1,"GEO","Jun 05, 2019"
GPL26741,"Illumina MiSeq (Toxoplasma gondii)","high-throughput sequencing","Toxoplasma gondii",0,22,3,"GEO","Jun 05, 2019"
GPL26742,"Illumina NovaSeq 6000 (Toxoplasma gondii)","high-throughput sequencing","Toxoplasma gondii",0,55,5,"GEO","Jun 05, 2019"
GPL26733,"Illumina HiSeq 2000 (Homo sapiens; Human alphaherpesvirus 1)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1",0,3,1,"GEO","Jun 04, 2019"
GPL26734,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v13]","in situ oligonucleotide","Homo sapiens",18123,6,1,"Pierre Ledoux","Jun 04, 2019"
GPL25534,"Customized nCounter human PanCancer Pathways panel","other","Homo sapiens",739,40,2,"Alanna Maguire","Jun 03, 2019"
GPL23230,"NimbleGen GeoChip v.4.2 [110613_GeoChip_JV_Exp_new]","in situ oligonucleotide","Archaea;Bacteria;Eukaryota;Viruses",46455,107,1,"Jizhong Zhou","Jun 03, 2019"
GPL26727,"Illumina HiSeq 4000 (Canis lupus)","high-throughput sequencing","Canis lupus",0,89,3,"GEO","Jun 02, 2019"
GPL26728,"BGISEQ-500 (Medicago truncatula)","high-throughput sequencing","Medicago truncatula",0,69,4,"GEO","Jun 02, 2019"
GPL26724,"[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array [Ensembl version 81]","in situ oligonucleotide","Mus musculus",19417,24,1,"Gerald Lipshutz","Jun 01, 2019"
GPL26725,"Illumina HiSeq 2000 (Scutellaria baicalensis)","high-throughput sequencing","Scutellaria baicalensis",0,1,1,"GEO","Jun 01, 2019"
GPL23845,"nCounter PanCancer Progression panel","other","Homo sapiens",784,33,3,"Chiara Braconi","May 31, 2019"
GPL26723,"PacBio RS II (Oxytricha trifallax)","high-throughput sequencing","Oxytricha trifallax",0,2,1,"GEO","May 31, 2019"
GPL26714,"Agilent-064677_IRHS_AryANE_v1","in situ oligonucleotide","Malus domestica",126022,0,0,"Sandra Pelletier","May 30, 2019"
GPL26715,"Agilent-070465_IRHS_AryANE_v2","in situ oligonucleotide","Malus domestica",176026,28,2,"Sandra Pelletier","May 30, 2019"
GPL22094,"CustomArray Amur sturgeon 12K miRNA array","in situ oligonucleotide","Acipenser schrenckii",2751,6,1,"Linmiao Li","May 29, 2019"
GPL26709,"Illumina HiSeq 4000 (Aedes aegypti)","high-throughput sequencing","Aedes aegypti",0,15,2,"GEO","May 28, 2019"
GPL26710,"[Clariom_S_Human] Affymetrix Clariom S Human array [ClariomSHuman_Hs_ENSG_22]","in situ oligonucleotide","Homo sapiens",17710,60,2,"GEO admin","May 28, 2019"
GPL26711,"Illumina NextSeq 500 (Emiliania huxleyi CCMP1516)","high-throughput sequencing","Emiliania huxleyi CCMP1516",0,36,1,"GEO","May 28, 2019"
GPL26713,"Illumina HiSeq 4000 (Talaromyces pinophilus)","high-throughput sequencing","Talaromyces pinophilus",0,6,1,"GEO","May 28, 2019"
GPL26705,"Reverse Pharse Protein Array (RPPA)-MD Anderson Cancer Center","spotted peptide or protein","Homo sapiens",304,3,1,"Ramon Parsons","May 25, 2019"
GPL26706,"Illumina HiSeq 2500 (Enterococcus faecalis OG1RF)","high-throughput sequencing","Enterococcus faecalis OG1RF",0,30,2,"GEO","May 24, 2019"
GPL26707,"Illumina NextSeq 500 (Sclerotium cepivorum)","high-throughput sequencing","Stromatinia cepivora",0,0,0,"GEO","May 24, 2019"
GPL24762,"Nanostring nCounter Pt_TFs Custom CodeSet","other","Phaeodactylum tricornutum",109,106,3,"Angela Falciatore","May 23, 2019"
GPL26700,"HiSeq X Ten (Agaricus blazei)","high-throughput sequencing","Agaricus blazei",0,0,0,"GEO","May 23, 2019"
GPL26701,"Illumina HiSeq 2000 (Capsicum annuum; Solanum lycopersicum)","high-throughput sequencing","Capsicum annuum;Solanum lycopersicum",0,31,1,"GEO","May 23, 2019"
GPL26704,"Illumina NextSeq 500 (Seminavis robusta)","high-throughput sequencing","Seminavis robusta",0,18,1,"GEO","May 23, 2019"
GPL26697,"HiSeq X Ten (synthetic construct)","high-throughput sequencing","synthetic construct",0,64,8,"GEO","May 22, 2019"
GPL26698,"Illumina Human Exome Asian BeadChip  (Exome_Asian_30K_ExomePlus_15031624_A)","oligonucleotide beads","Homo sapiens",274959,8949,1,"GEO admin","May 22, 2019"
GPL26699,"Illumina Human Exome Fine BeadChip (Exome_Fine_30K_ExomePlus_15031625_B)","oligonucleotide beads","Homo sapiens",270241,12398,1,"GEO admin","May 22, 2019"
GPL26689,"Taqman Low Density Array For Glioma Subtyping","RT-PCR","Homo sapiens",44,215,2,"Fan Xiaolong","May 21, 2019"
GPL26690,"Illumina HiSeq 2500 (Verticillium dahliae)","high-throughput sequencing","Verticillium dahliae",0,3,1,"GEO","May 20, 2019"
GPL26691,"Illumina HiSeq 2500 (Erysiphe pisi; Pisum sativum)","high-throughput sequencing","Erysiphe pisi;Pisum sativum",0,0,0,"GEO","May 20, 2019"
GPL26693,"Illumina HiSeq 2500 (Homo sapiens; Human immunodeficiency virus 1)","high-throughput sequencing","Homo sapiens;Human immunodeficiency virus 1",0,25,3,"GEO","May 20, 2019"
GPL26694,"Illumina MiSeq (Homo sapiens; Human immunodeficiency virus 1)","high-throughput sequencing","Homo sapiens;Human immunodeficiency virus 1",0,7,1,"GEO","May 20, 2019"
GPL26683,"MICROMAX™ human cDNA Microarray System","spotted oligonucleotide","Homo sapiens",2396,3,1,"Pranela Rameshwar","May 18, 2019"
GPL26680,"Illumina NextSeq 500 (Escherichia coli UTI89)","high-throughput sequencing","Escherichia coli UTI89",0,14,2,"GEO","May 17, 2019"
GPL26681,"Ion Torrent Proton (Brucella melitensis)","high-throughput sequencing","Brucella melitensis",0,6,1,"GEO","May 17, 2019"
GPL26685,"Illumina MiSeq (Sinorhizobium meliloti)","high-throughput sequencing","Sinorhizobium meliloti",0,2,1,"GEO","May 17, 2019"
GPL26686,"Illumina HiSeq 4000 (Peromyscus maniculatus)","high-throughput sequencing","Peromyscus maniculatus",0,44,4,"GEO","May 17, 2019"
GPL26675,"Illumina NextSeq 500 (Lasiodiplodia theobromae)","high-throughput sequencing","Lasiodiplodia theobromae",0,6,1,"GEO","May 16, 2019"
GPL26676,"Illumina NextSeq 500 (Lasiodiplodia hormozganensis)","high-throughput sequencing","Lasiodiplodia hormozganensis",0,6,1,"GEO","May 16, 2019"
GPL26677,"Illumina HiSeq 2500 (Dionaea muscipula)","high-throughput sequencing","Dionaea muscipula",0,6,1,"GEO","May 16, 2019"
GPL26679,"Illumina HiSeq 2000 (Camelus dromedarius)","high-throughput sequencing","Camelus dromedarius",0,4,1,"GEO","May 16, 2019"
GPL21268,"Mouse MM1200 OpArray [pMouse_combIds_2007Sept.GAL; index ID version]","spotted oligonucleotide","Mus musculus",37440,2,1,"Eylem Aydogdu","May 15, 2019"
GPL26672,"Illumina NovaSeq 6000 (Caenorhabditis elegans)","high-throughput sequencing","Caenorhabditis elegans",0,1387,46,"GEO","May 15, 2019"
GPL26673," (marine metagenome)","high-throughput sequencing","marine metagenome",0,4,1,"GEO","May 15, 2019"
GPL26403,"Operon Arabidopsis Version 3.0 microarray","spotted oligonucleotide","Arabidopsis thaliana",26284,23,1,"JiHye Hwang","May 14, 2019"
GPL26660,"Illumina HiSeq 2500 (Mycobacterium tuberculosis variant bovis)","high-throughput sequencing","Mycobacterium tuberculosis variant bovis",0,13,1,"GEO","May 14, 2019"
GPL26661,"Illumina HiSeq 2500 (Mycobacterium canettii)","high-throughput sequencing","Mycobacterium canettii",0,0,0,"GEO","May 14, 2019"
GPL26662,"Illumina HiSeq 2500 (Mycobacterium tuberculosis variant africanum)","high-throughput sequencing","Mycobacterium tuberculosis variant africanum",0,0,0,"GEO","May 14, 2019"
GPL26664,"Illumina HiSeq 4000 (Penicillium oxalicum)","high-throughput sequencing","Penicillium oxalicum",0,15,1,"GEO","May 14, 2019"
GPL26665,"Illumina HiSeq 2500 (Chaetomium globosum CBS 148.51)","high-throughput sequencing","Chaetomium globosum CBS 148.51",0,22,1,"GEO","May 14, 2019"
GPL26667,"HiSeq X Ten (Oryza sativa Indica Group)","high-throughput sequencing","Oryza sativa Indica Group",0,12,1,"GEO","May 14, 2019"
GPL26668,"Illumina NovaSeq 6000 (Dictyostelium discoideum)","high-throughput sequencing","Dictyostelium discoideum",0,282,7,"GEO","May 14, 2019"
GPL26670,"Illumina HiSeq 2000 (Agrobacterium sp. CGMCC 11546)","high-throughput sequencing","Agrobacterium sp. CGMCC 11546",0,15,2,"GEO","May 14, 2019"
GPL26671,"Ion Torrent S5 (Boswellia sacra)","high-throughput sequencing","Boswellia sacra",0,4,1,"GEO","May 14, 2019"
GPL26517,"[PhyloChip] Affymetrix G2 PhyloChip 2012 Greengenes taxonomy","in situ oligonucleotide","Archaea;Bacteria",843,11,1,"Heather Elizabeth Driscoll","May 13, 2019"
GPL23501,"USC/ACUIGEN-Ruditapes philippinarum-8 × 15 k-designID: 072098","spotted oligonucleotide","Ruditapes philippinarum",15151,48,3,"Belen G Pardo","May 13, 2019"
GPL26657,"BGISEQ-500 (Megalobrama amblycephala)","high-throughput sequencing","Megalobrama amblycephala",0,8,1,"GEO","May 13, 2019"
GPL26658,"Illumina HiSeq 4000 (Komagataella phaffii)","high-throughput sequencing","Komagataella phaffii",0,54,3,"GEO","May 13, 2019"
GPL26656,"BGISEQ-500 (Bombus terrestris)","high-throughput sequencing","Bombus terrestris",0,8,1,"GEO","May 12, 2019"
GPL26650,"AB 5500xl Genetic Analyzer (Fusarium graminearum)","high-throughput sequencing","Fusarium graminearum",0,60,1,"GEO","May 10, 2019"
GPL26651,"Illumina HiSeq 3000 (Fusarium graminearum)","high-throughput sequencing","Fusarium graminearum",0,8,1,"GEO","May 10, 2019"
GPL26652,"Illumina NextSeq 500 (Pimelobacter simplex)","high-throughput sequencing","Pimelobacter simplex",0,8,3,"GEO","May 10, 2019"
GPL26653,"Illumina NextSeq 500 (Thalassiosira pseudonana CCMP1335)","high-throughput sequencing","Thalassiosira pseudonana CCMP1335",0,24,1,"GEO","May 10, 2019"
GPL26642,"nCounter Max Analysis System (GEN1)","other","Homo sapiens",89,99,1,"Hatice Gulcin Ozer","May 09, 2019"
GPL26644,"[Clariom_S_Mouse] Affymetrix Clariom S Assay, Mouse [CDF: Brainarray ClariomSMouse_Mm_ENTREZG_22.0.0]","in situ oligonucleotide","Mus musculus",20142,68,4,"Kathy Phillippy","May 09, 2019"
GPL26645,"Illumina HiSeq 2500 (Apis laboriosa)","high-throughput sequencing","Apis laboriosa",0,1,1,"GEO","May 09, 2019"
GPL26646,"Illumina HiSeq 2500 (Apis dorsata)","high-throughput sequencing","Apis dorsata",0,1,1,"GEO","May 09, 2019"
GPL26647,"Illumina HiSeq 2500 (Valsa mali)","high-throughput sequencing","Valsa mali",0,3,2,"GEO","May 09, 2019"
GPL26648,"Illumina HiSeq 2000 (Human immunodeficiency virus)","high-throughput sequencing","Human immunodeficiency virus",0,22,4,"GEO","May 09, 2019"
GPL26334,"NanoString nCounter human PanCancer Pathways Profiling Panel (Custom Codeset)","other","Homo sapiens",794,6,1,"Todd P Knutson","May 08, 2019"
GPL25017,"NimbleGen Mouse CGH 3x1.4M Whole-Genome Tiling Array (Build MM9) [110922_MM9_WG_tiling_TG_CGH UX3]","in situ oligonucleotide","Mus musculus",0,110,1,"Thomas E. Wilson","May 08, 2019"
GPL26632,"Duke/RG_uPBM_6x80k_with_crystal_structure_probes","in situ oligonucleotide","synthetic construct",62976,1,2,"Raluca Gordan","May 08, 2019"
GPL26633,"Duke/RG_uPBM_4x44k_with_Mat2_probes","in situ oligonucleotide","synthetic construct",45220,2,2,"Raluca Gordan","May 08, 2019"
GPL26634,"Duke/RG_uPBM_4x44k_with_GR_probes","in situ oligonucleotide","synthetic construct",45220,1,2,"Raluca Gordan","May 08, 2019"
GPL26636,"Illumina NextSeq 500 (Callithrix jacchus)","high-throughput sequencing","Callithrix jacchus",0,33,7,"GEO","May 08, 2019"
GPL26637,"Illumina HiSeq 2500 (Staphylococcus aureus subsp. aureus USA300)","high-throughput sequencing","Staphylococcus aureus subsp. aureus USA300",0,6,1,"GEO","May 08, 2019"
GPL26638,"Illumina HiSeq 2500 (Colossoma macropomum)","high-throughput sequencing","Colossoma macropomum",0,15,2,"GEO","May 08, 2019"
GPL26639,"Illumina HiSeq 4000 ([Haemophilus] ducreyi; Homo sapiens)","high-throughput sequencing","Homo sapiens;[Haemophilus] ducreyi",0,4,1,"GEO","May 08, 2019"
